"forecast_date";"ingredient_id";"ingredient_name";"category";"unit";"forecast_quantity_needed";"lower_bound_quantity";"upper_bound_quantity";"cumulative_forecast_quantity";"starting_inventory_quantity";"projected_inventory_end_of_day_no_order";"projected_expired_quantity_to_date";"projected_unfilled_demand_quantity";"is_synthetic"
"2026-08-09";"DRNK-015";"Sparkling water 500ml";"DRNK";"ea";"41.355";"33.084";"49.626";"314.569";"190";"0";"0";"124.569";"true"
"2026-08-09";"DRNK-016";"Specialty soda - Gingerella 330ml";"DRNK";"ea";"26.869";"21.495";"32.243";"204.38";"123";"0";"0";"81.38";"true"
"2026-08-09";"DRNK-017";"Specialty soda - Karma Cola 330ml";"DRNK";"ea";"27.176";"21.741";"32.611";"206.735";"125";"0";"0";"81.735";"true"
"2026-08-09";"DRNK-018";"Specialty soda - Lemmy 330ml";"DRNK";"ea";"26.914";"21.531";"32.297";"204.695";"123";"0";"0";"81.695";"true"
"2026-08-09";"DRNK-019";"Still water 600ml";"DRNK";"ea";"49.183";"39.346";"59.02";"374.106";"226";"0";"0";"148.106";"true"
"2026-08-09";"GARN-001";"Edamame";"GARN";"cup";"93.986";"75.188";"112.783";"713.252";"429.032";"0";"64.355";"348.575";"true"
"2026-08-09";"GARN-002";"Pickled ginger";"GARN";"g";"3303.572";"2642.857";"3964.286";"25070.542";"15080";"0";"2262";"12252.542";"true"
"2026-08-09";"GARN-003";"Crispy shallots";"GARN";"spoon";"177.423";"141.939";"212.908";"1346.342";"3401";"2054.658";"0";"0";"true"
"2026-08-09";"GARN-004";"Nori strips";"GARN";"g";"423.048";"338.438";"507.658";"3210.13";"8109";"4898.87";"0";"0";"true"
"2026-08-09";"GARN-005";"Nori sheet";"GARN";"ea";"37.24";"29.792";"44.688";"282.616";"714";"431.384";"0";"0";"true"
"2026-08-09";"GARN-006";"63-degree egg";"GARN";"ea";"42.197";"33.757";"50.636";"320.269";"193";"0";"29";"156.269";"true"
"2026-08-09";"GARN-007";"Half-boiled egg";"GARN";"ea";"73.828";"59.063";"88.594";"561.559";"339";"0";"50.75";"273.309";"true"
"2026-08-09";"GARN-008";"Tamagoyaki";"GARN";"ea";"79.764";"63.811";"95.717";"605.498";"364";"0";"54.5";"295.998";"true"
"2026-08-09";"GARN-009";"Lemon wedge";"GARN";"ea";"77.371";"61.897";"92.845";"587.333";"353";"0";"53";"287.333";"true"
"2026-08-09";"GARN-010";"Avocado";"GARN";"g";"4360.267";"3488.213";"5232.32";"33089.92";"19905";"0";"2985.75";"16170.67";"true"
"2026-08-09";"GARN-011";"Pineapple";"GARN";"g";"1534.275";"1227.42";"1841.13";"11643.9";"7004";"0";"1050.5";"5690.4";"true"
"2026-08-09";"GARN-012";"Cucumber slice";"GARN";"slice";"220.587";"176.47";"264.705";"1677.981";"1012";"0";"151.75";"817.731";"true"
"2026-08-09";"GARN-013";"Crushed walnuts";"GARN";"ea";"213.835";"171.068";"256.602";"1626.614";"4119";"2492.386";"0";"0";"true"
"2026-08-09";"GARN-014";"Assorted topping (kimchi / corn / edamame / nori)";"GARN";"cup";"121.131";"96.904";"145.357";"919.238";"2322.317";"1403.079";"0";"0";"true"
"2026-08-09";"LEAF-001";"Mixed leaf salad";"LEAF";"g";"31989.189";"25591.351";"38387.027";"242765.185";"146029";"0";"36507.25";"133243.435";"true"
"2026-08-09";"LEAF-002";"Baby spinach";"LEAF";"g";"1266.351";"1013.081";"1519.621";"9608.777";"5779";"0";"1444.75";"5274.527";"true"
"2026-08-09";"LEAF-003";"Kale";"LEAF";"g";"1300.078";"1040.062";"1560.093";"9862.722";"5931";"0";"1482.75";"5414.472";"true"
"2026-08-09";"LEAF-004";"Classic slaw";"LEAF";"g";"4963.216";"3970.573";"5955.859";"37754.574";"22762";"0";"5690.5";"20683.074";"true"
"2026-08-09";"MISC-001";"Miso paste (pre-packaged)";"MISC";"pack";"21.937";"17.55";"26.324";"166.812";"101";"0";"0";"65.812";"true"
"2026-08-09";"MISC-002";"Water";"MISC";"ml";"11792.25";"9433.8";"14150.7";"89686.5";"227063";"137376.5";"0";"0";"true"
"2026-08-09";"MISC-003";"Fresh ginger";"MISC";"matchsticks";"89.054";"71.243";"106.865";"677.414";"408";"0";"0";"269.414";"true"
"2026-08-09";"MISC-004";"Yuzu jam";"MISC";"g";"1287.347";"1029.878";"1544.816";"9792.551";"5904";"0";"0";"3888.551";"true"
"2026-08-09";"PROT-001";"Seared chicken";"PROT";"g";"6861.095";"5488.876";"8233.314";"52076.893";"31330";"0";"7832.5";"28579.393";"true"
"2026-08-09";"PROT-002";"Sous-vide chicken";"PROT";"g";"3794.065";"3035.252";"4552.878";"28802.999";"17332";"0";"4333";"15803.999";"true"
"2026-08-09";"PROT-003";"Karaage chicken";"PROT";"g";"17266.382";"13813.106";"20719.659";"131132.318";"189445";"58312.682";"0";"0";"true"
"2026-08-09";"PROT-004";"Flame-seared wagyu";"PROT";"g";"5400.954";"4320.763";"6481.145";"40987.772";"24655";"0";"6163.75";"22496.522";"true"
"2026-08-09";"PROT-005";"Aburi salmon";"PROT";"g";"12201.048";"9760.839";"14641.258";"92667.342";"55785";"0";"13946.25";"50828.592";"true"
"2026-08-09";"PROT-006";"Sashimi salmon";"PROT";"g";"7678.069";"6142.455";"9213.682";"58271.496";"35053";"0";"8763.25";"31981.746";"true"
"2026-08-09";"PROT-007";"Sashimi tuna";"PROT";"g";"6041.666";"4833.333";"7250";"45852.789";"27583";"0";"6895.75";"25165.539";"true"
"2026-08-09";"PROT-008";"Tiger prawns";"PROT";"g";"3024.769";"2419.815";"3629.723";"22957.825";"33148";"10190.175";"0";"0";"true"
"2026-08-09";"PROT-009";"Pan-seared tofu";"PROT";"g";"10234.58";"8187.664";"12281.496";"77758.261";"46825";"0";"11706.25";"42639.511";"true"
"2026-08-09";"PROT-010";"Miso beet falafel";"PROT";"ea";"425.76";"340.608";"510.912";"3232.332";"4668";"1435.668";"0";"0";"true"
"2026-08-09";"PROT-011";"Crispy eggplant";"PROT";"g";"9544.932";"7635.946";"11453.919";"72443.121";"104592";"32148.879";"0";"0";"true"
"2026-08-09";"SAUC-001";"Teriyaki sauce";"SAUC";"g";"5032.041";"4025.633";"6038.449";"38184.072";"22966";"0";"0";"15218.072";"true"
"2026-08-09";"SAUC-002";"Japanese mayo";"SAUC";"g";"365.278";"292.223";"438.334";"2772.505";"1668";"0";"0";"1104.505";"true"
"2026-08-09";"SAUC-003";"Spicy mayo";"SAUC";"g";"1835.608";"1468.487";"2202.73";"13930.711";"8380";"0";"0";"5550.711";"true"
"2026-08-09";"SAUC-004";"Sweet miso sauce";"SAUC";"g";"1987.433";"1589.946";"2384.92";"15096.423";"9089";"0";"0";"6007.423";"true"
"2026-08-09";"SAUC-005";"Shoyu";"SAUC";"g";"1358.402";"1086.722";"1630.082";"10306.732";"6198";"0";"0";"4108.732";"true"
"2026-08-09";"SAUC-006";"Creamy roasted sesame";"SAUC";"g";"3757.902";"3006.322";"4509.482";"28560.912";"17205";"0";"0";"11355.912";"true"
"2026-08-09";"SAUC-007";"Yuzu kosho mayo";"SAUC";"g";"3889.763";"3111.81";"4667.715";"29542.051";"17784";"0";"0";"11758.051";"true"
"2026-08-09";"SAUC-008";"Bao sauce";"SAUC";"g";"1249.969";"999.975";"1499.963";"9509.897";"5735";"0";"0";"3774.897";"true"
"2026-08-09";"SAUC-009";"Warm cashew satay";"SAUC";"g";"1071.402";"857.122";"1285.682";"8151.34";"4915";"0";"0";"3236.34";"true"
"2026-08-09";"SAUC-010";"Assorted sauce";"SAUC";"g";"14228.73";"11382.984";"17074.476";"107979.223";"64951";"0";"0";"43028.223";"true"
"2026-08-09";"SEAS-001";"Aonori seasoning";"SEAS";"g";"364.3";"291.44";"437.16";"2768.748";"7005";"4236.252";"0";"0";"true"
"2026-08-09";"SEAS-002";"Furikake";"SEAS";"g";"144.586";"115.669";"173.503";"1098.444";"2778";"1679.556";"0";"0";"true"
"2026-08-09";"SEAS-003";"Cinnamon";"SEAS";"dash";"25.232";"20.186";"30.278";"191.934";"486";"294.066";"0";"0";"true"
"2026-08-09";"SNCK-001";"Raw ball - Peanut Butter";"SNCK";"ea";"4.122";"3.298";"4.946";"31.373";"80";"48.627";"0";"0";"true"
"2026-08-09";"SNCK-002";"Raw ball - Choc Brownie";"SNCK";"ea";"4.006";"3.205";"4.807";"30.493";"77";"46.507";"0";"0";"true"
"2026-08-09";"SNCK-003";"Raw ball - Coconut Cacao";"SNCK";"ea";"4.046";"3.237";"4.855";"30.79";"78";"47.21";"0";"0";"true"
"2026-08-09";"SNCK-004";"Raw ball - Hazelnut";"SNCK";"ea";"4.013";"3.21";"4.816";"30.519";"77";"46.481";"0";"0";"true"
"2026-08-09";"SNCK-005";"Raw ball - Apricot Delight";"SNCK";"ea";"4.126";"3.301";"4.951";"31.393";"80";"48.607";"0";"0";"true"
"2026-08-10";"BASE-001";"Cooked jasmine rice";"BASE";"g";"139249.467";"111399.573";"167099.36";"1296458.594";"696249";"0";"174062.25";"774271.844";"true"
"2026-08-10";"BASE-002";"Cooked brown rice";"BASE";"g";"6224.49";"4979.592";"7469.388";"57983.112";"31122";"0";"7780.5";"34641.612";"true"
"2026-08-10";"BASE-003";"Turmeric coconut rice";"BASE";"g";"13959.388";"11167.51";"16751.265";"130000.816";"69798";"0";"17449.5";"77652.316";"true"
"2026-08-10";"DRNK-001";"Coconut water 330ml";"DRNK";"ea";"24.393";"19.514";"29.272";"226.672";"122";"0";"0";"104.672";"true"
"2026-08-10";"DRNK-002";"Cold pressed juice - Watermelon Lime 300ml";"DRNK";"ea";"22.643";"18.114";"27.172";"210.431";"113";"0";"0";"97.431";"true"
"2026-08-10";"DRNK-003";"Cold pressed juice - Classic OJ 300ml";"DRNK";"ea";"22.822";"18.258";"27.386";"212.064";"114";"0";"0";"98.064";"true"
"2026-08-10";"DRNK-004";"Cold pressed juice - Pineapple Mint 300ml";"DRNK";"ea";"22.5";"18";"27";"209.046";"113";"0";"0";"96.046";"true"
"2026-08-10";"DRNK-005";"Dash sparkling water - Lime 330ml";"DRNK";"ea";"25";"20";"30";"232.407";"125";"0";"0";"107.407";"true"
"2026-08-10";"DRNK-006";"Dash sparkling water - Raspberry 330ml";"DRNK";"ea";"24.857";"19.886";"29.828";"230.999";"124";"0";"0";"106.999";"true"
"2026-08-10";"DRNK-007";"Dash sparkling water - Peach 330ml";"DRNK";"ea";"24.893";"19.914";"29.872";"231.375";"124";"0";"0";"107.375";"true"
"2026-08-10";"DRNK-008";"Kombucha - Ginger Lemon 330ml";"DRNK";"ea";"24.786";"19.829";"29.743";"230.353";"124";"0";"0";"106.353";"true"
"2026-08-10";"DRNK-009";"Kombucha - Lemon Lime Mint 330ml";"DRNK";"ea";"24.607";"19.686";"29.528";"228.734";"123";"0";"0";"105.734";"true"
"2026-08-10";"DRNK-010";"Kombucha - Peach 330ml";"DRNK";"ea";"25.036";"20.029";"30.043";"232.648";"125";"0";"0";"107.648";"true"
"2026-08-10";"DRNK-011";"Kombucha - Raspberry Lemonade 330ml";"DRNK";"ea";"24.892";"19.914";"29.87";"231.394";"124";"0";"0";"107.394";"true"
"2026-08-10";"DRNK-012";"Sodaly - Passionfruit 330ml";"DRNK";"ea";"25.108";"20.086";"30.13";"233.338";"126";"0";"0";"107.338";"true"
"2026-08-10";"DRNK-013";"Sodaly - Guava 330ml";"DRNK";"ea";"24.929";"19.943";"29.915";"231.633";"125";"0";"0";"106.633";"true"
"2026-08-10";"DRNK-014";"Sodaly - Raspberry 330ml";"DRNK";"ea";"25.322";"20.258";"30.386";"235.352";"127";"0";"0";"108.352";"true"
"2026-08-10";"DRNK-015";"Sparkling water 500ml";"DRNK";"ea";"37.929";"30.343";"45.515";"352.498";"190";"0";"0";"162.498";"true"
"2026-08-10";"DRNK-016";"Specialty soda - Gingerella 330ml";"DRNK";"ea";"24.643";"19.714";"29.572";"229.023";"123";"0";"0";"106.023";"true"
"2026-08-10";"DRNK-017";"Specialty soda - Karma Cola 330ml";"DRNK";"ea";"24.929";"19.943";"29.915";"231.664";"125";"0";"0";"106.664";"true"
"2026-08-10";"DRNK-018";"Specialty soda - Lemmy 330ml";"DRNK";"ea";"24.678";"19.742";"29.614";"229.373";"123";"0";"0";"106.373";"true"
"2026-08-10";"DRNK-019";"Still water 600ml";"DRNK";"ea";"45.107";"36.086";"54.128";"419.213";"226";"0";"0";"193.213";"true"
"2026-08-10";"GARN-001";"Edamame";"GARN";"cup";"85.806";"68.645";"102.968";"799.058";"429.032";"0";"64.355";"434.381";"true"
"2026-08-10";"GARN-002";"Pickled ginger";"GARN";"g";"3016.051";"2412.841";"3619.261";"28086.593";"15080";"0";"2262";"15268.593";"true"
"2026-08-10";"GARN-003";"Crispy shallots";"GARN";"spoon";"161.955";"129.564";"194.346";"1508.297";"3401";"1892.703";"0";"0";"true"
"2026-08-10";"GARN-004";"Nori strips";"GARN";"g";"386.146";"308.917";"463.375";"3596.276";"8109";"4512.724";"0";"0";"true"
"2026-08-10";"GARN-005";"Nori sheet";"GARN";"ea";"34";"27.2";"40.8";"316.616";"714";"397.384";"0";"0";"true"
"2026-08-10";"GARN-006";"63-degree egg";"GARN";"ea";"38.534";"30.827";"46.24";"358.802";"193";"0";"29";"194.802";"true"
"2026-08-10";"GARN-007";"Half-boiled egg";"GARN";"ea";"67.707";"54.166";"81.249";"629.267";"339";"0";"50.75";"341.017";"true"
"2026-08-10";"GARN-008";"Tamagoyaki";"GARN";"ea";"72.864";"58.291";"87.437";"678.362";"364";"0";"54.5";"368.862";"true"
"2026-08-10";"GARN-009";"Lemon wedge";"GARN";"ea";"70.678";"56.542";"84.814";"658.011";"353";"0";"53";"358.011";"true"
"2026-08-10";"GARN-010";"Avocado";"GARN";"g";"3980.853";"3184.683";"4777.024";"37070.773";"19905";"0";"2985.75";"20151.523";"true"
"2026-08-10";"GARN-011";"Pineapple";"GARN";"g";"1400.85";"1120.68";"1681.02";"13044.75";"7004";"0";"1050.5";"7091.25";"true"
"2026-08-10";"GARN-012";"Cucumber slice";"GARN";"slice";"202.331";"161.864";"242.797";"1880.311";"1012";"0";"151.75";"1020.061";"true"
"2026-08-10";"GARN-013";"Crushed walnuts";"GARN";"ea";"196.137";"156.909";"235.364";"1822.751";"4119";"2296.249";"0";"0";"true"
"2026-08-10";"GARN-014";"Assorted topping (kimchi / corn / edamame / nori)";"GARN";"cup";"110.586";"88.469";"132.703";"1029.824";"2322.317";"1292.493";"0";"0";"true"
"2026-08-10";"LEAF-001";"Mixed leaf salad";"LEAF";"g";"29205.592";"23364.473";"35046.71";"271970.777";"146029";"0";"36507.25";"162449.027";"true"
"2026-08-10";"LEAF-002";"Baby spinach";"LEAF";"g";"1155.787";"924.63";"1386.945";"10764.564";"5779";"0";"1444.75";"6430.314";"true"
"2026-08-10";"LEAF-003";"Kale";"LEAF";"g";"1186.111";"948.889";"1423.333";"11048.833";"5931";"0";"1482.75";"6600.583";"true"
"2026-08-10";"LEAF-004";"Classic slaw";"LEAF";"g";"4552.437";"3641.949";"5462.924";"42307.01";"22762";"0";"5690.5";"25235.51";"true"
"2026-08-10";"MISC-001";"Miso paste (pre-packaged)";"MISC";"pack";"20.107";"16.086";"24.128";"186.919";"101";"0";"0";"85.919";"true"
"2026-08-10";"MISC-002";"Water";"MISC";"ml";"10812.5";"8650";"12975";"100499";"227063";"126564";"0";"0";"true"
"2026-08-10";"MISC-003";"Fresh ginger";"MISC";"matchsticks";"81.681";"65.345";"98.017";"759.095";"408";"0";"0";"351.095";"true"
"2026-08-10";"MISC-004";"Yuzu jam";"MISC";"g";"1180.765";"944.612";"1416.918";"10973.316";"5904";"0";"0";"5069.316";"true"
"2026-08-10";"PROT-001";"Seared chicken";"PROT";"g";"6265.984";"5012.787";"7519.181";"58342.877";"31330";"0";"7832.5";"34845.377";"true"
"2026-08-10";"PROT-002";"Sous-vide chicken";"PROT";"g";"3466.29";"2773.032";"4159.548";"32269.29";"17332";"0";"4333";"19270.29";"true"
"2026-08-10";"PROT-003";"Karaage chicken";"PROT";"g";"15787.189";"12629.751";"18944.627";"146919.507";"189445";"42525.493";"0";"0";"true"
"2026-08-10";"PROT-004";"Flame-seared wagyu";"PROT";"g";"4930.969";"3944.775";"5917.163";"45918.741";"24655";"0";"6163.75";"27427.491";"true"
"2026-08-10";"PROT-005";"Aburi salmon";"PROT";"g";"11156.898";"8925.518";"13388.278";"103824.24";"55785";"0";"13946.25";"61985.49";"true"
"2026-08-10";"PROT-006";"Sashimi salmon";"PROT";"g";"7010.617";"5608.494";"8412.74";"65282.113";"35053";"0";"8763.25";"38992.363";"true"
"2026-08-10";"PROT-007";"Sashimi tuna";"PROT";"g";"5516.587";"4413.27";"6619.905";"51369.376";"27583";"0";"6895.75";"30682.126";"true"
"2026-08-10";"PROT-008";"Tiger prawns";"PROT";"g";"2762.267";"2209.813";"3314.72";"25720.092";"33148";"7427.908";"0";"0";"true"
"2026-08-10";"PROT-009";"Pan-seared tofu";"PROT";"g";"9364.978";"7491.983";"11237.974";"87123.239";"46825";"0";"11706.25";"52004.489";"true"
"2026-08-10";"PROT-010";"Miso beet falafel";"PROT";"ea";"389.01";"311.208";"466.812";"3621.343";"4668";"1046.657";"0";"0";"true"
"2026-08-10";"PROT-011";"Crispy eggplant";"PROT";"g";"8716.001";"6972.801";"10459.201";"81159.122";"104592";"23432.878";"0";"0";"true"
"2026-08-10";"SAUC-001";"Teriyaki sauce";"SAUC";"g";"4593.196";"3674.557";"5511.835";"42777.268";"22966";"0";"0";"19811.268";"true"
"2026-08-10";"SAUC-002";"Japanese mayo";"SAUC";"g";"333.588";"266.87";"400.305";"3106.093";"1668";"0";"0";"1438.093";"true"
"2026-08-10";"SAUC-003";"Spicy mayo";"SAUC";"g";"1675.959";"1340.767";"2011.15";"15606.67";"8380";"0";"0";"7226.67";"true"
"2026-08-10";"SAUC-004";"Sweet miso sauce";"SAUC";"g";"1817.773";"1454.219";"2181.328";"16914.196";"9089";"0";"0";"7825.196";"true"
"2026-08-10";"SAUC-005";"Shoyu";"SAUC";"g";"1239.691";"991.753";"1487.629";"11546.423";"6198";"0";"0";"5348.423";"true"
"2026-08-10";"SAUC-006";"Creamy roasted sesame";"SAUC";"g";"3440.938";"2752.75";"4129.126";"32001.85";"17205";"0";"0";"14796.85";"true"
"2026-08-10";"SAUC-007";"Yuzu kosho mayo";"SAUC";"g";"3556.691";"2845.353";"4268.029";"33098.742";"17784";"0";"0";"15314.742";"true"
"2026-08-10";"SAUC-008";"Bao sauce";"SAUC";"g";"1146.881";"917.505";"1376.258";"10656.778";"5735";"0";"0";"4921.778";"true"
"2026-08-10";"SAUC-009";"Warm cashew satay";"SAUC";"g";"983.041";"786.433";"1179.649";"9134.381";"4915";"0";"0";"4219.381";"true"
"2026-08-10";"SAUC-010";"Assorted sauce";"SAUC";"g";"12990.061";"10392.049";"15588.074";"120969.284";"64951";"0";"0";"56018.284";"true"
"2026-08-10";"SEAS-001";"Aonori seasoning";"SEAS";"g";"333.57";"266.856";"400.284";"3102.318";"7005";"3902.682";"0";"0";"true"
"2026-08-10";"SEAS-002";"Furikake";"SEAS";"g";"132.286";"105.829";"158.743";"1230.73";"2778";"1547.27";"0";"0";"true"
"2026-08-10";"SEAS-003";"Cinnamon";"SEAS";"dash";"23.143";"18.514";"27.772";"215.077";"486";"270.923";"0";"0";"true"
"2026-08-10";"SNCK-001";"Raw ball - Peanut Butter";"SNCK";"ea";"3.785";"3.028";"4.542";"35.158";"80";"44.842";"0";"0";"true"
"2026-08-10";"SNCK-002";"Raw ball - Choc Brownie";"SNCK";"ea";"3.679";"2.943";"4.415";"34.172";"77";"42.828";"0";"0";"true"
"2026-08-10";"SNCK-003";"Raw ball - Coconut Cacao";"SNCK";"ea";"3.714";"2.971";"4.457";"34.504";"78";"43.496";"0";"0";"true"
"2026-08-10";"SNCK-004";"Raw ball - Hazelnut";"SNCK";"ea";"3.679";"2.943";"4.415";"34.198";"77";"42.802";"0";"0";"true"
"2026-08-10";"SNCK-005";"Raw ball - Apricot Delight";"SNCK";"ea";"3.786";"3.029";"4.543";"35.179";"80";"44.821";"0";"0";"true"
"2026-08-11";"BASE-001";"Cooked jasmine rice";"BASE";"g";"139249.467";"111399.573";"167099.36";"1435708.061";"696249";"0";"174062.25";"913521.311";"true"
"2026-08-11";"BASE-002";"Cooked brown rice";"BASE";"g";"6224.49";"4979.592";"7469.388";"64207.602";"31122";"0";"7780.5";"40866.102";"true"
"2026-08-11";"BASE-003";"Turmeric coconut rice";"BASE";"g";"13959.388";"11167.51";"16751.265";"143960.204";"69798";"0";"17449.5";"91611.704";"true"
"2026-08-11";"DRNK-001";"Coconut water 330ml";"DRNK";"ea";"24.393";"19.514";"29.272";"251.065";"122";"0";"0";"129.065";"true"
"2026-08-11";"DRNK-002";"Cold pressed juice - Watermelon Lime 300ml";"DRNK";"ea";"22.643";"18.114";"27.172";"233.074";"113";"0";"0";"120.074";"true"
"2026-08-11";"DRNK-003";"Cold pressed juice - Classic OJ 300ml";"DRNK";"ea";"22.822";"18.258";"27.386";"234.886";"114";"0";"0";"120.886";"true"
"2026-08-11";"DRNK-004";"Cold pressed juice - Pineapple Mint 300ml";"DRNK";"ea";"22.5";"18";"27";"231.546";"113";"0";"0";"118.546";"true"
"2026-08-11";"DRNK-005";"Dash sparkling water - Lime 330ml";"DRNK";"ea";"25";"20";"30";"257.407";"125";"0";"0";"132.407";"true"
"2026-08-11";"DRNK-006";"Dash sparkling water - Raspberry 330ml";"DRNK";"ea";"24.857";"19.886";"29.828";"255.856";"124";"0";"0";"131.856";"true"
"2026-08-11";"DRNK-007";"Dash sparkling water - Peach 330ml";"DRNK";"ea";"24.893";"19.914";"29.872";"256.268";"124";"0";"0";"132.268";"true"
"2026-08-11";"DRNK-008";"Kombucha - Ginger Lemon 330ml";"DRNK";"ea";"24.786";"19.829";"29.743";"255.139";"124";"0";"0";"131.139";"true"
"2026-08-11";"DRNK-009";"Kombucha - Lemon Lime Mint 330ml";"DRNK";"ea";"24.607";"19.686";"29.528";"253.341";"123";"0";"0";"130.341";"true"
"2026-08-11";"DRNK-010";"Kombucha - Peach 330ml";"DRNK";"ea";"25.036";"20.029";"30.043";"257.684";"125";"0";"0";"132.684";"true"
"2026-08-11";"DRNK-011";"Kombucha - Raspberry Lemonade 330ml";"DRNK";"ea";"24.892";"19.914";"29.87";"256.286";"124";"0";"0";"132.286";"true"
"2026-08-11";"DRNK-012";"Sodaly - Passionfruit 330ml";"DRNK";"ea";"25.108";"20.086";"30.13";"258.446";"126";"0";"0";"132.446";"true"
"2026-08-11";"DRNK-013";"Sodaly - Guava 330ml";"DRNK";"ea";"24.929";"19.943";"29.915";"256.562";"125";"0";"0";"131.562";"true"
"2026-08-11";"DRNK-014";"Sodaly - Raspberry 330ml";"DRNK";"ea";"25.322";"20.258";"30.386";"260.674";"127";"0";"0";"133.674";"true"
"2026-08-11";"DRNK-015";"Sparkling water 500ml";"DRNK";"ea";"37.929";"30.343";"45.515";"390.427";"190";"0";"0";"200.427";"true"
"2026-08-11";"DRNK-016";"Specialty soda - Gingerella 330ml";"DRNK";"ea";"24.643";"19.714";"29.572";"253.666";"123";"0";"0";"130.666";"true"
"2026-08-11";"DRNK-017";"Specialty soda - Karma Cola 330ml";"DRNK";"ea";"24.929";"19.943";"29.915";"256.593";"125";"0";"0";"131.593";"true"
"2026-08-11";"DRNK-018";"Specialty soda - Lemmy 330ml";"DRNK";"ea";"24.678";"19.742";"29.614";"254.051";"123";"0";"0";"131.051";"true"
"2026-08-11";"DRNK-019";"Still water 600ml";"DRNK";"ea";"45.107";"36.086";"54.128";"464.32";"226";"0";"0";"238.32";"true"
"2026-08-11";"GARN-001";"Edamame";"GARN";"cup";"85.806";"68.645";"102.968";"884.865";"429.032";"0";"107.258";"563.091";"true"
"2026-08-11";"GARN-002";"Pickled ginger";"GARN";"g";"3016.051";"2412.841";"3619.261";"31102.644";"15080";"0";"3770";"19792.644";"true"
"2026-08-11";"GARN-003";"Crispy shallots";"GARN";"spoon";"161.955";"129.564";"194.346";"1670.252";"3401";"1730.748";"0";"0";"true"
"2026-08-11";"GARN-004";"Nori strips";"GARN";"g";"386.146";"308.917";"463.375";"3982.422";"8109";"4126.578";"0";"0";"true"
"2026-08-11";"GARN-005";"Nori sheet";"GARN";"ea";"34";"27.2";"40.8";"350.616";"714";"363.384";"0";"0";"true"
"2026-08-11";"GARN-006";"63-degree egg";"GARN";"ea";"38.534";"30.827";"46.24";"397.336";"193";"0";"48.25";"252.586";"true"
"2026-08-11";"GARN-007";"Half-boiled egg";"GARN";"ea";"67.707";"54.166";"81.249";"696.974";"339";"0";"84.75";"442.724";"true"
"2026-08-11";"GARN-008";"Tamagoyaki";"GARN";"ea";"72.864";"58.291";"87.437";"751.226";"364";"0";"91";"478.226";"true"
"2026-08-11";"GARN-009";"Lemon wedge";"GARN";"ea";"70.678";"56.542";"84.814";"728.689";"353";"0";"88.25";"463.939";"true"
"2026-08-11";"GARN-010";"Avocado";"GARN";"g";"3980.853";"3184.683";"4777.024";"41051.626";"19905";"0";"4976.25";"26122.876";"true"
"2026-08-11";"GARN-011";"Pineapple";"GARN";"g";"1400.85";"1120.68";"1681.02";"14445.6";"7004";"0";"1751";"9192.6";"true"
"2026-08-11";"GARN-012";"Cucumber slice";"GARN";"slice";"202.331";"161.864";"242.797";"2082.642";"1012";"0";"253";"1323.642";"true"
"2026-08-11";"GARN-013";"Crushed walnuts";"GARN";"ea";"196.137";"156.909";"235.364";"2018.887";"4119";"2100.113";"0";"0";"true"
"2026-08-11";"GARN-014";"Assorted topping (kimchi / corn / edamame / nori)";"GARN";"cup";"110.586";"88.469";"132.703";"1140.41";"2322.317";"1181.907";"0";"0";"true"
"2026-08-11";"LEAF-001";"Mixed leaf salad";"LEAF";"g";"29205.592";"23364.473";"35046.71";"301176.368";"146029";"0";"36507.25";"191654.618";"true"
"2026-08-11";"LEAF-002";"Baby spinach";"LEAF";"g";"1155.787";"924.63";"1386.945";"11920.351";"5779";"0";"1444.75";"7586.101";"true"
"2026-08-11";"LEAF-003";"Kale";"LEAF";"g";"1186.111";"948.889";"1423.333";"12234.944";"5931";"0";"1482.75";"7786.694";"true"
"2026-08-11";"LEAF-004";"Classic slaw";"LEAF";"g";"4552.437";"3641.949";"5462.924";"46859.447";"22762";"0";"5690.5";"29787.947";"true"
"2026-08-11";"MISC-001";"Miso paste (pre-packaged)";"MISC";"pack";"20.107";"16.086";"24.128";"207.026";"101";"0";"0";"106.026";"true"
"2026-08-11";"MISC-002";"Water";"MISC";"ml";"10812.5";"8650";"12975";"111311.5";"227063";"115751.5";"0";"0";"true"
"2026-08-11";"MISC-003";"Fresh ginger";"MISC";"matchsticks";"81.681";"65.345";"98.017";"840.777";"408";"0";"0";"432.777";"true"
"2026-08-11";"MISC-004";"Yuzu jam";"MISC";"g";"1180.765";"944.612";"1416.918";"12154.082";"5904";"0";"0";"6250.082";"true"
"2026-08-11";"PROT-001";"Seared chicken";"PROT";"g";"6265.984";"5012.787";"7519.181";"64608.861";"31330";"0";"7832.5";"41111.361";"true"
"2026-08-11";"PROT-002";"Sous-vide chicken";"PROT";"g";"3466.29";"2773.032";"4159.548";"35735.58";"17332";"0";"4333";"22736.58";"true"
"2026-08-11";"PROT-003";"Karaage chicken";"PROT";"g";"15787.189";"12629.751";"18944.627";"162706.696";"189445";"26738.304";"0";"0";"true"
"2026-08-11";"PROT-004";"Flame-seared wagyu";"PROT";"g";"4930.969";"3944.775";"5917.163";"50849.71";"24655";"0";"6163.75";"32358.46";"true"
