"_id";"date";"menu_id";"amount_sold"
"SAL-0013570";"2026-06-23";"MI-010";"12"
"SAL-0013571";"2026-06-23";"MI-011";"8"
"SAL-0013572";"2026-06-23";"MI-012";"8"
"SAL-0013573";"2026-06-23";"MI-013";"10"
"SAL-0013574";"2026-06-23";"MI-014";"14"
"SAL-0013575";"2026-06-23";"MI-015";"13"
"SAL-0013576";"2026-06-24";"MI-001";"22"
"SAL-0013577";"2026-06-24";"MI-002";"10"
"SAL-0013578";"2026-06-24";"MI-003";"18"
"SAL-0013579";"2026-06-24";"MI-004";"15"
"SAL-0013580";"2026-06-24";"MI-005";"18"
"SAL-0013581";"2026-06-24";"MI-006";"5"
"SAL-0013582";"2026-06-24";"MI-007";"14"
"SAL-0013583";"2026-06-24";"MI-008";"2"
"SAL-0013584";"2026-06-24";"MI-009";"7"
"SAL-0013585";"2026-06-24";"MI-010";"8"
"SAL-0013586";"2026-06-24";"MI-011";"6"
"SAL-0013587";"2026-06-24";"MI-012";"7"
"SAL-0013588";"2026-06-24";"MI-013";"7"
"SAL-0013589";"2026-06-24";"MI-014";"9"
"SAL-0013590";"2026-06-24";"MI-015";"4"
"SAL-0013591";"2026-06-25";"MI-001";"28"
"SAL-0013592";"2026-06-25";"MI-002";"16"
"SAL-0013593";"2026-06-25";"MI-003";"20"
"SAL-0013594";"2026-06-25";"MI-004";"15"
"SAL-0013595";"2026-06-25";"MI-005";"16"
"SAL-0013596";"2026-06-25";"MI-006";"13"
"SAL-0013597";"2026-06-25";"MI-007";"13"
"SAL-0013598";"2026-06-25";"MI-008";"3"
"SAL-0013599";"2026-06-25";"MI-009";"7"
"SAL-0013600";"2026-06-25";"MI-010";"13"
"SAL-0013601";"2026-06-25";"MI-011";"12"
"SAL-0013602";"2026-06-25";"MI-012";"4"
"SAL-0013603";"2026-06-25";"MI-013";"16"
"SAL-0013604";"2026-06-25";"MI-014";"9"
"SAL-0013605";"2026-06-25";"MI-015";"6"
"SAL-0013606";"2026-06-26";"MI-001";"34"
"SAL-0013607";"2026-06-26";"MI-002";"21"
"SAL-0013608";"2026-06-26";"MI-003";"34"
"SAL-0013609";"2026-06-26";"MI-004";"23"
"SAL-0013610";"2026-06-26";"MI-005";"26"
"SAL-0013611";"2026-06-26";"MI-006";"22"
"SAL-0013612";"2026-06-26";"MI-007";"31"
"SAL-0013613";"2026-06-26";"MI-008";"9"
"SAL-0013614";"2026-06-26";"MI-009";"8"
"SAL-0013615";"2026-06-26";"MI-010";"12"
"SAL-0013616";"2026-06-26";"MI-011";"13"
"SAL-0013617";"2026-06-26";"MI-012";"11"
"SAL-0013618";"2026-06-26";"MI-013";"18"
"SAL-0013619";"2026-06-26";"MI-014";"11"
"SAL-0013620";"2026-06-26";"MI-015";"9"
"SAL-0013621";"2026-06-27";"MI-001";"36"
"SAL-0013622";"2026-06-27";"MI-002";"31"
"SAL-0013623";"2026-06-27";"MI-003";"17"
"SAL-0013624";"2026-06-27";"MI-004";"25"
"SAL-0013625";"2026-06-27";"MI-005";"29"
"SAL-0013626";"2026-06-27";"MI-006";"19"
"SAL-0013627";"2026-06-27";"MI-007";"32"
"SAL-0013628";"2026-06-27";"MI-008";"29"
"SAL-0013629";"2026-06-27";"MI-009";"17"
"SAL-0013630";"2026-06-27";"MI-010";"7"
"SAL-0013631";"2026-06-27";"MI-011";"11"
"SAL-0013632";"2026-06-27";"MI-012";"16"
"SAL-0013633";"2026-06-27";"MI-013";"14"
"SAL-0013634";"2026-06-27";"MI-014";"15"
"SAL-0013635";"2026-06-27";"MI-015";"13"
"SAL-0013636";"2026-06-28";"MI-001";"29"
"SAL-0013637";"2026-06-28";"MI-002";"31"
"SAL-0013638";"2026-06-28";"MI-003";"26"
"SAL-0013639";"2026-06-28";"MI-004";"21"
"SAL-0013640";"2026-06-28";"MI-005";"28"
"SAL-0013641";"2026-06-28";"MI-006";"11"
"SAL-0013642";"2026-06-28";"MI-007";"21"
"SAL-0013643";"2026-06-28";"MI-008";"14"
"SAL-0013644";"2026-06-28";"MI-009";"9"
"SAL-0013645";"2026-06-28";"MI-010";"14"
"SAL-0013646";"2026-06-28";"MI-011";"10"
"SAL-0013647";"2026-06-28";"MI-012";"19"
"SAL-0013648";"2026-06-28";"MI-013";"13"
"SAL-0013649";"2026-06-28";"MI-014";"10"
"SAL-0013650";"2026-06-28";"MI-015";"16"
"SAL-0013651";"2026-06-29";"MI-001";"22"
"SAL-0013652";"2026-06-29";"MI-002";"9"
"SAL-0013653";"2026-06-29";"MI-003";"13"
"SAL-0013654";"2026-06-29";"MI-004";"5"
"SAL-0013655";"2026-06-29";"MI-005";"20"
"SAL-0013656";"2026-06-29";"MI-006";"7"
"SAL-0013657";"2026-06-29";"MI-007";"15"
"SAL-0013658";"2026-06-29";"MI-008";"12"
"SAL-0013659";"2026-06-29";"MI-009";"6"
"SAL-0013660";"2026-06-29";"MI-010";"3"
"SAL-0013661";"2026-06-29";"MI-011";"11"
"SAL-0013662";"2026-06-29";"MI-012";"15"
"SAL-0013663";"2026-06-29";"MI-013";"6"
"SAL-0013664";"2026-06-29";"MI-014";"11"
"SAL-0013665";"2026-06-29";"MI-015";"10"
"SAL-0013666";"2026-06-30";"MI-001";"14"
"SAL-0013667";"2026-06-30";"MI-002";"11"
"SAL-0013668";"2026-06-30";"MI-003";"15"
"SAL-0013669";"2026-06-30";"MI-004";"9"
"SAL-0013670";"2026-06-30";"MI-005";"13"
"SAL-0013671";"2026-06-30";"MI-006";"2"
"SAL-0013672";"2026-06-30";"MI-007";"10"
"SAL-0013673";"2026-06-30";"MI-008";"5"
"SAL-0013674";"2026-06-30";"MI-009";"4"
"SAL-0013675";"2026-06-30";"MI-010";"7"
"SAL-0013676";"2026-06-30";"MI-011";"6"
"SAL-0013677";"2026-06-30";"MI-012";"8"
"SAL-0013678";"2026-06-30";"MI-013";"4"
"SAL-0013679";"2026-06-30";"MI-014";"8"
"SAL-0013680";"2026-06-30";"MI-015";"5"
"SAL-0013681";"2026-07-01";"MI-001";"20"
"SAL-0013682";"2026-07-01";"MI-002";"16"
"SAL-0013683";"2026-07-01";"MI-003";"15"
"SAL-0013684";"2026-07-01";"MI-004";"10"
"SAL-0013685";"2026-07-01";"MI-005";"15"
"SAL-0013686";"2026-07-01";"MI-006";"12"
"SAL-0013687";"2026-07-01";"MI-007";"10"
"SAL-0013688";"2026-07-01";"MI-008";"8"
"SAL-0013689";"2026-07-01";"MI-009";"7"
"SAL-0013690";"2026-07-01";"MI-010";"6"
"SAL-0013691";"2026-07-01";"MI-011";"6"
"SAL-0013692";"2026-07-01";"MI-012";"7"
"SAL-0013693";"2026-07-01";"MI-013";"10"
"SAL-0013694";"2026-07-01";"MI-014";"9"
"SAL-0013695";"2026-07-01";"MI-015";"2"
"SAL-0013696";"2026-07-02";"MI-001";"24"
"SAL-0013697";"2026-07-02";"MI-002";"15"
"SAL-0013698";"2026-07-02";"MI-003";"20"
"SAL-0013699";"2026-07-02";"MI-004";"11"
"SAL-0013700";"2026-07-02";"MI-005";"29"
"SAL-0013701";"2026-07-02";"MI-006";"6"
"SAL-0013702";"2026-07-02";"MI-007";"10"
"SAL-0013703";"2026-07-02";"MI-008";"7"
"SAL-0013704";"2026-07-02";"MI-009";"6"
"SAL-0013705";"2026-07-02";"MI-010";"8"
"SAL-0013706";"2026-07-02";"MI-011";"7"
"SAL-0013707";"2026-07-02";"MI-012";"14"
"SAL-0013708";"2026-07-02";"MI-013";"8"
"SAL-0013709";"2026-07-02";"MI-014";"10"
"SAL-0013710";"2026-07-02";"MI-015";"7"
"SAL-0013711";"2026-07-03";"MI-001";"20"
"SAL-0013712";"2026-07-03";"MI-002";"14"
"SAL-0013713";"2026-07-03";"MI-003";"17"
"SAL-0013714";"2026-07-03";"MI-004";"21"
"SAL-0013715";"2026-07-03";"MI-005";"22"
"SAL-0013716";"2026-07-03";"MI-006";"10"
"SAL-0013717";"2026-07-03";"MI-007";"16"
"SAL-0013718";"2026-07-03";"MI-008";"9"
"SAL-0013719";"2026-07-03";"MI-009";"8"
"SAL-0013720";"2026-07-03";"MI-010";"11"
"SAL-0013721";"2026-07-03";"MI-011";"16"
"SAL-0013722";"2026-07-03";"MI-012";"10"
"SAL-0013723";"2026-07-03";"MI-013";"8"
"SAL-0013724";"2026-07-03";"MI-014";"7"
"SAL-0013725";"2026-07-03";"MI-015";"8"
"SAL-0013726";"2026-07-04";"MI-001";"29"
"SAL-0013727";"2026-07-04";"MI-002";"28"
"SAL-0013728";"2026-07-04";"MI-003";"30"
"SAL-0013729";"2026-07-04";"MI-004";"18"
"SAL-0013730";"2026-07-04";"MI-005";"25"
"SAL-0013731";"2026-07-04";"MI-006";"23"
"SAL-0013732";"2026-07-04";"MI-007";"24"
"SAL-0013733";"2026-07-04";"MI-008";"18"
"SAL-0013734";"2026-07-04";"MI-009";"11"
"SAL-0013735";"2026-07-04";"MI-010";"12"
"SAL-0013736";"2026-07-04";"MI-011";"13"
"SAL-0013737";"2026-07-04";"MI-012";"20"
"SAL-0013738";"2026-07-04";"MI-013";"9"
"SAL-0013739";"2026-07-04";"MI-014";"7"
"SAL-0013740";"2026-07-04";"MI-015";"12"
"SAL-0013741";"2026-07-05";"MI-001";"33"
"SAL-0013742";"2026-07-05";"MI-002";"17"
"SAL-0013743";"2026-07-05";"MI-003";"20"
"SAL-0013744";"2026-07-05";"MI-004";"12"
"SAL-0013745";"2026-07-05";"MI-005";"29"
"SAL-0013746";"2026-07-05";"MI-006";"13"
"SAL-0013747";"2026-07-05";"MI-007";"20"
"SAL-0013748";"2026-07-05";"MI-008";"20"
"SAL-0013749";"2026-07-05";"MI-009";"13"
"SAL-0013750";"2026-07-05";"MI-010";"14"
"SAL-0013751";"2026-07-05";"MI-011";"17"
"SAL-0013752";"2026-07-05";"MI-012";"19"
"SAL-0013753";"2026-07-05";"MI-013";"10"
"SAL-0013754";"2026-07-05";"MI-014";"6"
"SAL-0013755";"2026-07-05";"MI-015";"9"
"SAL-0013756";"2026-07-06";"MI-001";"27"
"SAL-0013757";"2026-07-06";"MI-002";"16"
"SAL-0013758";"2026-07-06";"MI-003";"16"
"SAL-0013759";"2026-07-06";"MI-004";"8"
"SAL-0013760";"2026-07-06";"MI-005";"12"
"SAL-0013761";"2026-07-06";"MI-006";"8"
"SAL-0013762";"2026-07-06";"MI-007";"12"
"SAL-0013763";"2026-07-06";"MI-008";"6"
"SAL-0013764";"2026-07-06";"MI-009";"5"
"SAL-0013765";"2026-07-06";"MI-010";"8"
"SAL-0013766";"2026-07-06";"MI-011";"7"
"SAL-0013767";"2026-07-06";"MI-012";"11"
"SAL-0013768";"2026-07-06";"MI-013";"6"
"SAL-0013769";"2026-07-06";"MI-014";"8"
"SAL-0013770";"2026-07-06";"MI-015";"12"
"SAL-0013771";"2026-07-07";"MI-001";"27"
"SAL-0013772";"2026-07-07";"MI-002";"17"
"SAL-0013773";"2026-07-07";"MI-003";"21"
"SAL-0013774";"2026-07-07";"MI-004";"12"
"SAL-0013775";"2026-07-07";"MI-005";"13"
"SAL-0013776";"2026-07-07";"MI-006";"12"
"SAL-0013777";"2026-07-07";"MI-007";"17"
"SAL-0013778";"2026-07-07";"MI-008";"18"
"SAL-0013779";"2026-07-07";"MI-009";"2"
"SAL-0013780";"2026-07-07";"MI-010";"9"
"SAL-0013781";"2026-07-07";"MI-011";"11"
"SAL-0013782";"2026-07-07";"MI-012";"6"
"SAL-0013783";"2026-07-07";"MI-013";"9"
"SAL-0013784";"2026-07-07";"MI-014";"7"
"SAL-0013785";"2026-07-07";"MI-015";"10"
"SAL-0013786";"2026-07-08";"MI-001";"21"
"SAL-0013787";"2026-07-08";"MI-002";"11"
"SAL-0013788";"2026-07-08";"MI-003";"25"
"SAL-0013789";"2026-07-08";"MI-004";"16"
"SAL-0013790";"2026-07-08";"MI-005";"22"
"SAL-0013791";"2026-07-08";"MI-006";"16"
"SAL-0013792";"2026-07-08";"MI-007";"15"
"SAL-0013793";"2026-07-08";"MI-008";"11"
"SAL-0013794";"2026-07-08";"MI-009";"6"
"SAL-0013795";"2026-07-08";"MI-010";"5"
"SAL-0013796";"2026-07-08";"MI-011";"9"
"SAL-0013797";"2026-07-08";"MI-012";"13"
"SAL-0013798";"2026-07-08";"MI-013";"8"
"SAL-0013799";"2026-07-08";"MI-014";"11"
"SAL-0013800";"2026-07-08";"MI-015";"6"
"SAL-0013801";"2026-07-09";"MI-001";"14"
"SAL-0013802";"2026-07-09";"MI-002";"13"
"SAL-0013803";"2026-07-09";"MI-003";"16"
"SAL-0013804";"2026-07-09";"MI-004";"9"
"SAL-0013805";"2026-07-09";"MI-005";"17"
"SAL-0013806";"2026-07-09";"MI-006";"14"
"SAL-0013807";"2026-07-09";"MI-007";"20"
"SAL-0013808";"2026-07-09";"MI-008";"9"
"SAL-0013809";"2026-07-09";"MI-009";"5"
"SAL-0013810";"2026-07-09";"MI-010";"8"
"SAL-0013811";"2026-07-09";"MI-011";"13"
"SAL-0013812";"2026-07-09";"MI-012";"9"
"SAL-0013813";"2026-07-09";"MI-013";"5"
"SAL-0013814";"2026-07-09";"MI-014";"8"
"SAL-0013815";"2026-07-09";"MI-015";"8"
"SAL-0013816";"2026-07-10";"MI-001";"24"
"SAL-0013817";"2026-07-10";"MI-002";"25"
"SAL-0013818";"2026-07-10";"MI-003";"19"
"SAL-0013819";"2026-07-10";"MI-004";"17"
"SAL-0013820";"2026-07-10";"MI-005";"20"
"SAL-0013821";"2026-07-10";"MI-006";"16"
"SAL-0013822";"2026-07-10";"MI-007";"19"
"SAL-0013823";"2026-07-10";"MI-008";"13"
"SAL-0013824";"2026-07-10";"MI-009";"7"
"SAL-0013825";"2026-07-10";"MI-010";"7"
"SAL-0013826";"2026-07-10";"MI-011";"10"
"SAL-0013827";"2026-07-10";"MI-012";"15"
"SAL-0013828";"2026-07-10";"MI-013";"6"
"SAL-0013829";"2026-07-10";"MI-014";"6"
"SAL-0013830";"2026-07-10";"MI-015";"8"
"SAL-0013831";"2026-07-11";"MI-001";"39"
"SAL-0013832";"2026-07-11";"MI-002";"27"
"SAL-0013833";"2026-07-11";"MI-003";"22"
"SAL-0013834";"2026-07-11";"MI-004";"30"
"SAL-0013835";"2026-07-11";"MI-005";"38"
"SAL-0013836";"2026-07-11";"MI-006";"25"
"SAL-0013837";"2026-07-11";"MI-007";"26"
"SAL-0013838";"2026-07-11";"MI-008";"27"
"SAL-0013839";"2026-07-11";"MI-009";"15"
"SAL-0013840";"2026-07-11";"MI-010";"9"
"SAL-0013841";"2026-07-11";"MI-011";"17"
"SAL-0013842";"2026-07-11";"MI-012";"14"
"SAL-0013843";"2026-07-11";"MI-013";"14"
"SAL-0013844";"2026-07-11";"MI-014";"11"
"SAL-0013845";"2026-07-11";"MI-015";"21"
"SAL-0013846";"2026-07-12";"MI-001";"34"
"SAL-0013847";"2026-07-12";"MI-002";"25"
"SAL-0013848";"2026-07-12";"MI-003";"26"
"SAL-0013849";"2026-07-12";"MI-004";"18"
"SAL-0013850";"2026-07-12";"MI-005";"25"
"SAL-0013851";"2026-07-12";"MI-006";"13"
"SAL-0013852";"2026-07-12";"MI-007";"19"
"SAL-0013853";"2026-07-12";"MI-008";"9"
"SAL-0013854";"2026-07-12";"MI-009";"8"
"SAL-0013855";"2026-07-12";"MI-010";"13"
"SAL-0013856";"2026-07-12";"MI-011";"15"
"SAL-0013857";"2026-07-12";"MI-012";"15"
"SAL-0013858";"2026-07-12";"MI-013";"8"
"SAL-0013859";"2026-07-12";"MI-014";"14"
"SAL-0013860";"2026-07-12";"MI-015";"12"
"SAL-0013861";"2026-07-13";"MI-001";"18"
"SAL-0013862";"2026-07-13";"MI-002";"7"
"SAL-0013863";"2026-07-13";"MI-003";"15"
"SAL-0013864";"2026-07-13";"MI-004";"7"
"SAL-0013865";"2026-07-13";"MI-005";"17"
"SAL-0013866";"2026-07-13";"MI-006";"10"
"SAL-0013867";"2026-07-13";"MI-007";"15"
"SAL-0013868";"2026-07-13";"MI-008";"10"
"SAL-0013869";"2026-07-13";"MI-009";"2"
"SAL-0013870";"2026-07-13";"MI-010";"7"
"SAL-0013871";"2026-07-13";"MI-011";"8"
"SAL-0013872";"2026-07-13";"MI-012";"9"
"SAL-0013873";"2026-07-13";"MI-013";"9"
"SAL-0013874";"2026-07-13";"MI-014";"8"
"SAL-0013875";"2026-07-13";"MI-015";"8"
"SAL-0013876";"2026-07-14";"MI-001";"12"
"SAL-0013877";"2026-07-14";"MI-002";"12"
"SAL-0013878";"2026-07-14";"MI-003";"6"
"SAL-0013879";"2026-07-14";"MI-004";"14"
"SAL-0013880";"2026-07-14";"MI-005";"19"
"SAL-0013881";"2026-07-14";"MI-006";"14"
"SAL-0013882";"2026-07-14";"MI-007";"6"
"SAL-0013883";"2026-07-14";"MI-008";"8"
"SAL-0013884";"2026-07-14";"MI-009";"7"
"SAL-0013885";"2026-07-14";"MI-010";"6"
"SAL-0013886";"2026-07-14";"MI-011";"7"
"SAL-0013887";"2026-07-14";"MI-012";"6"
"SAL-0013888";"2026-07-14";"MI-013";"9"
"SAL-0013889";"2026-07-14";"MI-014";"2"
"SAL-0013890";"2026-07-14";"MI-015";"8"
"SAL-0013891";"2026-07-15";"MI-001";"17"
"SAL-0013892";"2026-07-15";"MI-002";"19"
"SAL-0013893";"2026-07-15";"MI-003";"16"
"SAL-0013894";"2026-07-15";"MI-004";"18"
"SAL-0013895";"2026-07-15";"MI-005";"13"
"SAL-0013896";"2026-07-15";"MI-006";"8"
"SAL-0013897";"2026-07-15";"MI-007";"11"
"SAL-0013898";"2026-07-15";"MI-008";"14"
"SAL-0013899";"2026-07-15";"MI-009";"11"
"SAL-0013900";"2026-07-15";"MI-010";"6"
"SAL-0013901";"2026-07-15";"MI-011";"11"
"SAL-0013902";"2026-07-15";"MI-012";"7"
"SAL-0013903";"2026-07-15";"MI-013";"10"
"SAL-0013904";"2026-07-15";"MI-014";"7"
"SAL-0013905";"2026-07-15";"MI-015";"11"
"SAL-0013906";"2026-07-16";"MI-001";"18"
"SAL-0013907";"2026-07-16";"MI-002";"21"
"SAL-0013908";"2026-07-16";"MI-003";"10"
"SAL-0013909";"2026-07-16";"MI-004";"20"
"SAL-0013910";"2026-07-16";"MI-005";"14"
"SAL-0013911";"2026-07-16";"MI-006";"9"
"SAL-0013912";"2026-07-16";"MI-007";"21"
"SAL-0013913";"2026-07-16";"MI-008";"8"
"SAL-0013914";"2026-07-16";"MI-009";"9"
"SAL-0013915";"2026-07-16";"MI-010";"8"
"SAL-0013916";"2026-07-16";"MI-011";"11"
"SAL-0013917";"2026-07-16";"MI-012";"11"
"SAL-0013918";"2026-07-16";"MI-013";"11"
"SAL-0013919";"2026-07-16";"MI-014";"8"
"SAL-0013920";"2026-07-16";"MI-015";"13"
"SAL-0013921";"2026-07-17";"MI-001";"28"
"SAL-0013922";"2026-07-17";"MI-002";"24"
"SAL-0013923";"2026-07-17";"MI-003";"26"
"SAL-0013924";"2026-07-17";"MI-004";"8"
"SAL-0013925";"2026-07-17";"MI-005";"20"
"SAL-0013926";"2026-07-17";"MI-006";"12"
"SAL-0013927";"2026-07-17";"MI-007";"30"
"SAL-0013928";"2026-07-17";"MI-008";"13"
"SAL-0013929";"2026-07-17";"MI-009";"11"
"SAL-0013930";"2026-07-17";"MI-010";"10"
"SAL-0013931";"2026-07-17";"MI-011";"13"
"SAL-0013932";"2026-07-17";"MI-012";"14"
"SAL-0013933";"2026-07-17";"MI-013";"11"
"SAL-0013934";"2026-07-17";"MI-014";"10"
"SAL-0013935";"2026-07-17";"MI-015";"7"
"SAL-0013936";"2026-07-18";"MI-001";"44"
"SAL-0013937";"2026-07-18";"MI-002";"23"
"SAL-0013938";"2026-07-18";"MI-003";"29"
"SAL-0013939";"2026-07-18";"MI-004";"21"
"SAL-0013940";"2026-07-18";"MI-005";"35"
"SAL-0013941";"2026-07-18";"MI-006";"25"
"SAL-0013942";"2026-07-18";"MI-007";"31"
"SAL-0013943";"2026-07-18";"MI-008";"15"
"SAL-0013944";"2026-07-18";"MI-009";"13"
"SAL-0013945";"2026-07-18";"MI-010";"10"
"SAL-0013946";"2026-07-18";"MI-011";"14"
"SAL-0013947";"2026-07-18";"MI-012";"19"
"SAL-0013948";"2026-07-18";"MI-013";"12"
"SAL-0013949";"2026-07-18";"MI-014";"17"
"SAL-0013950";"2026-07-18";"MI-015";"9"
"SAL-0013951";"2026-07-19";"MI-001";"29"
"SAL-0013952";"2026-07-19";"MI-002";"24"
"SAL-0013953";"2026-07-19";"MI-003";"31"
"SAL-0013954";"2026-07-19";"MI-004";"16"
"SAL-0013955";"2026-07-19";"MI-005";"27"
"SAL-0013956";"2026-07-19";"MI-006";"21"
"SAL-0013957";"2026-07-19";"MI-007";"20"
"SAL-0013958";"2026-07-19";"MI-008";"21"
"SAL-0013959";"2026-07-19";"MI-009";"17"
"SAL-0013960";"2026-07-19";"MI-010";"17"
"SAL-0013961";"2026-07-19";"MI-011";"18"
"SAL-0013962";"2026-07-19";"MI-012";"15"
"SAL-0013963";"2026-07-19";"MI-013";"16"
"SAL-0013964";"2026-07-19";"MI-014";"11"
"SAL-0013965";"2026-07-19";"MI-015";"16"
"SAL-0013966";"2026-07-20";"MI-001";"8"
"SAL-0013967";"2026-07-20";"MI-002";"16"
"SAL-0013968";"2026-07-20";"MI-003";"5"
"SAL-0013969";"2026-07-20";"MI-004";"13"
"SAL-0013970";"2026-07-20";"MI-005";"20"
"SAL-0013971";"2026-07-20";"MI-006";"11"
"SAL-0013972";"2026-07-20";"MI-007";"14"
"SAL-0013973";"2026-07-20";"MI-008";"10"
"SAL-0013974";"2026-07-20";"MI-009";"2"
"SAL-0013975";"2026-07-20";"MI-010";"7"
"SAL-0013976";"2026-07-20";"MI-011";"2"
"SAL-0013977";"2026-07-20";"MI-012";"7"
"SAL-0013978";"2026-07-20";"MI-013";"5"
"SAL-0013979";"2026-07-20";"MI-014";"7"
"SAL-0013980";"2026-07-20";"MI-015";"7"
"SAL-0013981";"2026-07-21";"MI-001";"20"
"SAL-0013982";"2026-07-21";"MI-002";"8"
"SAL-0013983";"2026-07-21";"MI-003";"19"
"SAL-0013984";"2026-07-21";"MI-004";"13"
"SAL-0013985";"2026-07-21";"MI-005";"12"
"SAL-0013986";"2026-07-21";"MI-006";"12"
"SAL-0013987";"2026-07-21";"MI-007";"21"
"SAL-0013988";"2026-07-21";"MI-008";"8"
"SAL-0013989";"2026-07-21";"MI-009";"5"
"SAL-0013990";"2026-07-21";"MI-010";"4"
"SAL-0013991";"2026-07-21";"MI-011";"7"
"SAL-0013992";"2026-07-21";"MI-012";"6"
"SAL-0013993";"2026-07-21";"MI-013";"7"
"SAL-0013994";"2026-07-21";"MI-014";"8"
"SAL-0013995";"2026-07-21";"MI-015";"7"
"SAL-0013996";"2026-07-22";"MI-001";"20"
"SAL-0013997";"2026-07-22";"MI-002";"16"
"SAL-0013998";"2026-07-22";"MI-003";"9"
"SAL-0013999";"2026-07-22";"MI-004";"7"
"SAL-0014000";"2026-07-22";"MI-005";"22"
"SAL-0014001";"2026-07-22";"MI-006";"10"
"SAL-0014002";"2026-07-22";"MI-007";"12"
"SAL-0014003";"2026-07-22";"MI-008";"8"
"SAL-0014004";"2026-07-22";"MI-009";"9"
"SAL-0014005";"2026-07-22";"MI-010";"8"
"SAL-0014006";"2026-07-22";"MI-011";"7"
"SAL-0014007";"2026-07-22";"MI-012";"13"
"SAL-0014008";"2026-07-22";"MI-013";"8"
"SAL-0014009";"2026-07-22";"MI-014";"5"
"SAL-0014010";"2026-07-22";"MI-015";"5"
"SAL-0014011";"2026-07-23";"MI-001";"24"
"SAL-0014012";"2026-07-23";"MI-002";"20"
"SAL-0014013";"2026-07-23";"MI-003";"22"
"SAL-0014014";"2026-07-23";"MI-004";"7"
"SAL-0014015";"2026-07-23";"MI-005";"19"
"SAL-0014016";"2026-07-23";"MI-006";"16"
"SAL-0014017";"2026-07-23";"MI-007";"24"
"SAL-0014018";"2026-07-23";"MI-008";"7"
"SAL-0014019";"2026-07-23";"MI-009";"6"
"SAL-0014020";"2026-07-23";"MI-010";"8"
"SAL-0014021";"2026-07-23";"MI-011";"8"
"SAL-0014022";"2026-07-23";"MI-012";"7"
"SAL-0014023";"2026-07-23";"MI-013";"10"
"SAL-0014024";"2026-07-23";"MI-014";"9"
"SAL-0014025";"2026-07-23";"MI-015";"13"
"SAL-0014026";"2026-07-24";"MI-001";"36"
"SAL-0014027";"2026-07-24";"MI-002";"12"
"SAL-0014028";"2026-07-24";"MI-003";"25"
"SAL-0014029";"2026-07-24";"MI-004";"10"
"SAL-0014030";"2026-07-24";"MI-005";"21"
"SAL-0014031";"2026-07-24";"MI-006";"14"
"SAL-0014032";"2026-07-24";"MI-007";"20"
"SAL-0014033";"2026-07-24";"MI-008";"7"
"SAL-0014034";"2026-07-24";"MI-009";"9"
"SAL-0014035";"2026-07-24";"MI-010";"8"
"SAL-0014036";"2026-07-24";"MI-011";"8"
"SAL-0014037";"2026-07-24";"MI-012";"12"
"SAL-0014038";"2026-07-24";"MI-013";"8"
"SAL-0014039";"2026-07-24";"MI-014";"11"
"SAL-0014040";"2026-07-24";"MI-015";"10"
"SAL-0014041";"2026-07-25";"MI-001";"42"
"SAL-0014042";"2026-07-25";"MI-002";"24"
"SAL-0014043";"2026-07-25";"MI-003";"21"
"SAL-0014044";"2026-07-25";"MI-004";"19"
"SAL-0014045";"2026-07-25";"MI-005";"45"
"SAL-0014046";"2026-07-25";"MI-006";"23"
"SAL-0014047";"2026-07-25";"MI-007";"22"
"SAL-0014048";"2026-07-25";"MI-008";"27"
"SAL-0014049";"2026-07-25";"MI-009";"14"
"SAL-0014050";"2026-07-25";"MI-010";"20"
"SAL-0014051";"2026-07-25";"MI-011";"21"
"SAL-0014052";"2026-07-25";"MI-012";"16"
"SAL-0014053";"2026-07-25";"MI-013";"9"
"SAL-0014054";"2026-07-25";"MI-014";"12"
"SAL-0014055";"2026-07-25";"MI-015";"15"
"SAL-0014056";"2026-07-26";"MI-001";"28"
"SAL-0014057";"2026-07-26";"MI-002";"13"
"SAL-0014058";"2026-07-26";"MI-003";"21"
"SAL-0014059";"2026-07-26";"MI-004";"17"
"SAL-0014060";"2026-07-26";"MI-005";"25"
"SAL-0014061";"2026-07-26";"MI-006";"11"
"SAL-0014062";"2026-07-26";"MI-007";"21"
"SAL-0014063";"2026-07-26";"MI-008";"16"
"SAL-0014064";"2026-07-26";"MI-009";"7"
"SAL-0014065";"2026-07-26";"MI-010";"13"
"SAL-0014066";"2026-07-26";"MI-011";"14"
"SAL-0014067";"2026-07-26";"MI-012";"10"
"SAL-0014068";"2026-07-26";"MI-013";"18"
"SAL-0014069";"2026-07-26";"MI-014";"13"
"SAL-0014070";"2026-07-26";"MI-015";"0"
"SAL-0014071";"2026-07-27";"MI-001";"20"
"SAL-0014072";"2026-07-27";"MI-002";"19"
"SAL-0014073";"2026-07-27";"MI-003";"15"
"SAL-0014074";"2026-07-27";"MI-004";"13"
"SAL-0014075";"2026-07-27";"MI-005";"19"
"SAL-0014076";"2026-07-27";"MI-006";"10"
"SAL-0014077";"2026-07-27";"MI-007";"11"
"SAL-0014078";"2026-07-27";"MI-008";"9"
"SAL-0014079";"2026-07-27";"MI-009";"8"
"SAL-0014080";"2026-07-27";"MI-010";"8"
"SAL-0014081";"2026-07-27";"MI-011";"8"
"SAL-0014082";"2026-07-27";"MI-012";"17"
"SAL-0014083";"2026-07-27";"MI-013";"9"
"SAL-0014084";"2026-07-27";"MI-014";"8"
"SAL-0014085";"2026-07-27";"MI-015";"10"
"SAL-0014086";"2026-07-28";"MI-001";"22"
